iteration,total_nodes,total_edges,n_static,n_dynamic,dynamic_n_nodes,dynamic_emission_mean,dynamic_emission_std,dynamic_emission_min,dynamic_emission_max,dynamic_spending_mean,dynamic_spending_std,dynamic_redmeat_mean,dynamic_redmeat_std,static_n_nodes,static_emission_mean,static_emission_std,static_emission_min,static_emission_max,static_spending_mean,static_spending_std,static_redmeat_mean,static_redmeat_std
2,815,71,2,813,813,1604.4997877935755,1120.08252703078,325.2772663574537,11066.352623847091,1635.6181509151706,926.3168433919943,383.5396249764429,435.356984681278,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
2,815,71,2,813,813,1604.0277144297806,1120.2127716358596,325.2772663574537,11066.352623847091,1635.2745296116314,926.4807825535707,383.1880076353205,435.6181353839039,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
3,815,71,2,813,813,1604.0277144297806,1120.2127716358596,325.2772663574537,11066.352623847091,1635.2745296116314,926.4807825535707,383.1880076353205,435.6181353839039,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
3,815,71,2,813,813,1603.6558015847677,1120.083384416107,325.2772663574537,11066.352623847091,1635.2372674733278,926.5660511641322,382.9999150293913,435.78082911838027,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
4,815,71,2,813,813,1603.6558015847677,1120.083384416107,325.2772663574537,11066.352623847091,1635.2372674733278,926.5660511641322,382.9999150293913,435.78082911838027,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
4,815,71,2,813,813,1603.3384436181234,1119.8818275108608,325.2772663574537,11066.352623847091,1635.3604879984214,926.5926942248209,382.8961307903061,435.8672094800116,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
5,815,71,2,813,813,1603.3384436181234,1119.8818275108608,325.2772663574537,11066.352623847091,1635.3604879984214,926.5926942248209,382.8961307903061,435.8672094800116,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
5,815,71,2,813,813,1603.0620342173193,1119.6448338732355,325.2772663574537,11066.352623847091,1635.5687676743719,926.5966117563069,382.85428650850395,435.89467047572305,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
6,815,71,2,813,813,1603.0620342173193,1119.6448338732355,325.2772663574537,11066.352623847091,1635.5687676743719,926.5966117563069,382.85428650850395,435.89467047572305,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
6,815,71,2,813,813,1602.7784720901755,1119.413232446714,325.2772663574537,11066.352623847091,1635.7951481506454,926.5818183607398,382.8205278973634,435.91451904408933,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
7,815,71,2,813,813,1602.7784720901755,1119.413232446714,325.2772663574537,11066.352623847091,1635.7951481506454,926.5818183607398,382.8205278973634,435.91451904408933,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
7,815,71,2,813,813,1602.2004065208878,1118.8742094279517,325.2772663574537,11066.352623847091,1636.0379237178065,926.570201833609,382.7235010087209,435.8670504879563,2,1103.5772988729254,485.8572169345984,617.7200819383271,1589.434515807524,1733.2803411738832,599.4340137374996,19.38090488436313,4.766460626706866
